canonical_perturbation,label_a,label_b,residual_rms,canonical_residual_rms,n_combinations,residual_rms_min,residual_rms_max,do_not_choose_favorable_orientation
TBX2+TBX3,TBX2+ctrl,TBX3+ctrl,0.02833681586613114,0.026756472265000445,4,,,
TBX2+TBX3,TBX2+ctrl,ctrl+TBX3,0.029929856988330103,0.026756472265000445,4,,,
TBX2+TBX3,ctrl+TBX2,TBX3+ctrl,0.027726086234552607,0.026756472265000445,4,,,
TBX2+TBX3,ctrl+TBX2,ctrl+TBX3,0.02997369471172248,0.026756472265000445,4,,,
TBX2+TBX3,RANGE,RANGE,,0.026756472265000445,4,0.027726086234552607,0.02997369471172248,True
UBASH3A+UBASH3B,UBASH3A+ctrl,UBASH3B+ctrl,0.022340634623527353,0.018635796045924812,4,,,
UBASH3A+UBASH3B,UBASH3A+ctrl,ctrl+UBASH3B,0.020098567768430116,0.018635796045924812,4,,,
UBASH3A+UBASH3B,ctrl+UBASH3A,UBASH3B+ctrl,0.021540795934520972,0.018635796045924812,4,,,
UBASH3A+UBASH3B,ctrl+UBASH3A,ctrl+UBASH3B,0.019215890572500092,0.018635796045924812,4,,,
UBASH3A+UBASH3B,RANGE,RANGE,,0.018635796045924812,4,0.019215890572500092,0.022340634623527353,True
UBASH3B+ZBTB25,UBASH3B+ctrl,ZBTB25+ctrl,0.02731010586816698,0.02489414153231839,4,,,
UBASH3B+ZBTB25,UBASH3B+ctrl,ctrl+ZBTB25,0.0274945471060363,0.02489414153231839,4,,,
UBASH3B+ZBTB25,ctrl+UBASH3B,ZBTB25+ctrl,0.02566633558564693,0.02489414153231839,4,,,
UBASH3B+ZBTB25,ctrl+UBASH3B,ctrl+ZBTB25,0.02570836791263858,0.02489414153231839,4,,,
UBASH3B+ZBTB25,RANGE,RANGE,,0.02489414153231839,4,0.02566633558564693,0.0274945471060363,True
