split,model,canonical_perturbation,mse,mae,delta_pearson,cosine
train,control_only,CEBPE+KLF1,0.0026108029552030588,0.012681158921655968,,
train,control_only,CEBPE+RUNX1T1,0.0035008478297961177,0.01721068067184819,,
train,control_only,CEBPE+SPI1,0.02703740645537374,0.052500724902547244,,
train,control_only,CLDN6+KLF1,0.008613815217179724,0.02378447937374302,,
train,control_only,CNN1+ETS2,0.001854935591421845,0.011088331721781282,,
train,control_only,CNN1+MAPK1,0.0025942212919554293,0.014445754279071294,,
train,control_only,CNN1+UBASH3A,0.012177953766592108,0.02910269770291565,,
train,control_only,CNN1+UBASH3B,0.01190240924409596,0.02646318416533797,,
train,control_only,DLX2+ZBTB10,0.01854744309598764,0.043539342159420964,,
train,control_only,DUSP9+IGDCC3,0.009130672233948558,0.026066074983982095,,
train,control_only,DUSP9+KLF1,0.010359345414294273,0.02330882180272291,,
train,control_only,DUSP9+MAPK1,0.001878019852379685,0.011968237056285904,,
train,control_only,DUSP9+PRTG,0.010106563490287438,0.026831821213667135,,
train,control_only,DUSP9+SNAI1,0.012401802788232507,0.03623482780740954,,
train,control_only,ELMSAN1+LHX1,0.003560771109147471,0.015453970670723344,,
train,control_only,ELMSAN1+MAP2K3,0.0025973934128117764,0.01430290789088506,,
train,control_only,ELMSAN1+MAP2K6,0.0014546502175126973,0.010726885549310132,,
train,control_only,ELMSAN1+ZBTB10,0.008863206891281205,0.03085906555233613,,
train,control_only,ETS2+IKZF3,0.011287783856537448,0.027684036908147535,,
train,control_only,ETS2+MAP7D1,0.004490504693396345,0.019120812871689832,,
train,control_only,ETS2+MAPK1,0.010267258843350372,0.02796286575956513,,
train,control_only,ETS2+TGFBR2,0.0012771521012112466,0.010394782487111011,,
train,control_only,FOSB+IKZF3,0.007133950933122391,0.021940506665416037,,
train,control_only,FOSB+OSR2,0.009378266771612938,0.02947241017060599,,
train,control_only,FOSB+PTPN12,0.0016514985813207335,0.011037340712882532,,
train,control_only,FOSB+UBASH3B,0.0012491461099950606,0.010803529462878436,,
train,control_only,FOXA1+FOXA3,0.006528318738776294,0.026084449802091247,,
train,control_only,FOXA1+FOXF1,0.004271371494225822,0.021451160775686172,,
train,control_only,FOXA1+HOXB9,0.007104900261110057,0.02724189626957116,,
train,control_only,FOXL2+ZNF318,0.002809584666678327,0.016741206122580288,,
train,control_only,HOXC13+ZC3HAV1,0.002786038912598395,0.01558830576564747,,
train,control_only,IGDCC3+PRTG,0.005579858490950777,0.021472260299523722,,
train,control_only,IGDCC3+TGFBR2,0.003624566446905842,0.016292169922449803,,
train,control_only,IKZF3+MAP2K3,0.009546769001252262,0.02048130168868183,,
train,control_only,IKZF3+MAP2K6,0.008921241456081468,0.02151588181231783,,
train,control_only,IRF1+SET,0.010219329126058923,0.029706900744668308,,
train,control_only,KIF18B+KIF2C,0.0012698349622120152,0.012948889640013228,,
train,control_only,KLF1+SET,0.005274688854049721,0.017373532251307094,,
train,control_only,MAP2K3+SLC38A2,0.0011085598320865423,0.009681454642451421,,
train,control_only,MAP2K6+SPI1,0.0022283641137346923,0.01382847656368363,,
train,control_only,MAPK1+TGFBR2,0.0034559676388851994,0.01620472365959081,,
train,control_only,OSR2+PTPN12,0.0012326227189297322,0.009997578741580854,,
train,control_only,PLK4+STIL,0.004839653154471754,0.024211024562692567,,
train,control_only,PRTG+TGFBR2,0.004775490768905622,0.01882241367101016,,
train,control_only,PTPN12+SAMD1,0.0073105434383922184,0.02224907358714185,,
train,control_only,PTPN12+SNAI1,0.002417418459308944,0.01513787800195758,,
train,control_only,PTPN12+ZBTB10,0.006046281670675508,0.024206019860499153,,
train,control_only,PTPN12+ZBTB25,0.007165075880033185,0.021463842659501752,,
train,control_only,PTPN9+UBASH3B,0.0058428063668701105,0.0206563514530452,,
train,control_only,RHOXF2BB+SET,0.008378432048554487,0.028099708892357876,,
train,control_only,RHOXF2BB+ZBTB25,0.00852046052211634,0.025403549389003004,,
train,control_only,S1PR2+SGK1,0.00814047171960949,0.026199750113491578,,
train,control_only,SAMD1+TGFBR2,0.005002997787445103,0.021835638072156265,,
train,control_only,SAMD1+ZBTB1,0.00854941513017179,0.025920883871017746,,
train,control_only,SGK1+TBX2,0.0064292518172736155,0.021843688853769822,,
train,control_only,UBASH3A+UBASH3B,0.002181660481210078,0.012275140318938667,,
train,control_only,UBASH3B+ZBTB25,0.005826875375879499,0.019864085403156942,,
train,train_condition_balanced_perturbed_mean,AHR,0.0012976851170706635,0.01030981544275469,0.7005140632557677,0.702456885142291
train,train_condition_balanced_perturbed_mean,ARID1A,0.0029747992851535733,0.017841237152399058,0.7377807503550095,0.7348386720967256
train,train_condition_balanced_perturbed_mean,ARRDC3,0.0007927710538107771,0.009749609087287477,0.6095590775345272,0.605617784584429
train,train_condition_balanced_perturbed_mean,ATL1,0.002385482058869962,0.014596660137845495,0.7874553191943952,0.7839972275919849
train,train_condition_balanced_perturbed_mean,BAK1,0.0015850413604744566,0.012494789287129786,-0.08606773410275144,-0.08726889441520234
train,train_condition_balanced_perturbed_mean,BCL2L11,0.0012514696290168727,0.01170408643666102,0.18763123663059425,0.1832146874729596
train,train_condition_balanced_perturbed_mean,BCORL1,0.001306670671793213,0.010766225637153199,0.3381123157544225,0.33707959736530213
train,train_condition_balanced_perturbed_mean,BPGM,0.0019398733891903808,0.013200205048300006,0.5523854392786594,0.5483480456951331
train,train_condition_balanced_perturbed_mean,C19orf26,0.0009643772983167555,0.01037242485872649,0.5577104314350927,0.5586085025006229
train,train_condition_balanced_perturbed_mean,C3orf72,0.0016285313615496434,0.012478985056346911,0.7206701999325925,0.7218801506397694
train,train_condition_balanced_perturbed_mean,CBFA2T3,0.001751776021553021,0.010468397787876416,0.3083812380318755,0.3094880659915287
train,train_condition_balanced_perturbed_mean,CBL,0.0012806907932578038,0.010745904312283873,0.6054415055027461,0.6011504395658928
train,train_condition_balanced_perturbed_mean,CDKN1A,0.0014888635406627314,0.011569619909769503,0.7662192970015573,0.7642700129898227
train,train_condition_balanced_perturbed_mean,CDKN1B,0.0007757957604476855,0.009151197790529109,0.7959361892087937,0.7931205699000736
train,train_condition_balanced_perturbed_mean,CDKN1C,0.001693576314052229,0.012948212874456045,0.7345551332477829,0.7340603083632057
train,train_condition_balanced_perturbed_mean,CEBPA,0.030440728975027465,0.055172355788784946,0.5111684237110128,0.5148404081729934
train,train_condition_balanced_perturbed_mean,CEBPB,0.005811434641105064,0.02235162978903125,0.5269106558234259,0.5304014510844849
train,train_condition_balanced_perturbed_mean,CEBPE,0.00751917732698627,0.024659340963973743,0.4505639310890823,0.4545670671327228
train,train_condition_balanced_perturbed_mean,CELF2,0.0018284432977818202,0.012519694338609381,0.26571724871208136,0.27075622500256086
train,train_condition_balanced_perturbed_mean,CITED1,0.0015911084912513312,0.013089725728165932,0.72801804247532,0.7288726559308502
train,train_condition_balanced_perturbed_mean,CKS1B,0.002411805993685906,0.014654015036358702,0.6105927660013651,0.6104340241019947
train,train_condition_balanced_perturbed_mean,CLDN6,0.0027490863087033576,0.01404984875596147,0.7492248019386084,0.7469664645199928
train,train_condition_balanced_perturbed_mean,CNN1,0.0025031142420067665,0.013922554590591866,0.4997620085697139,0.49533117243456487
train,train_condition_balanced_perturbed_mean,CNNM4,0.001732183482188207,0.011325885345469102,0.4603792378951037,0.4593712919662457
train,train_condition_balanced_perturbed_mean,COL1A1,0.005050094139687305,0.018694346218699684,0.3741778274579778,0.37390803428721703
train,train_condition_balanced_perturbed_mean,COL2A1,0.004950096465912497,0.018605990006036938,0.2054316973972719,0.20896198883658626
train,train_condition_balanced_perturbed_mean,CSRNP1,0.0025327335059084125,0.01591921427620839,-0.38120383034615385,-0.386414726953992
train,train_condition_balanced_perturbed_mean,DLX2,0.0023224086880784867,0.011867532256530124,0.2815750722756679,0.2758180226403753
train,train_condition_balanced_perturbed_mean,DUSP9,0.0037056049455105266,0.016128875584698138,0.6329400235975856,0.6338498156416861
train,train_condition_balanced_perturbed_mean,EGR1,0.0006976510333867364,0.009114969045121987,0.7443251387347574,0.7449902129110041
train,train_condition_balanced_perturbed_mean,ELMSAN1,0.002130454777565199,0.014874272063899473,-0.038252866691196305,-0.04002861556343018
train,train_condition_balanced_perturbed_mean,ETS2,0.00311894518823629,0.014841743403500382,0.11293573391432468,0.11816858616108394
train,train_condition_balanced_perturbed_mean,FEV,0.00431936444182545,0.017816779548911227,0.4178888458866461,0.42150899133370445
train,train_condition_balanced_perturbed_mean,FOSB,0.002702611563486078,0.014679484722580094,0.22411503303724642,0.23019537970132045
train,train_condition_balanced_perturbed_mean,FOXA1,0.0008225655487035456,0.008898814319626771,0.6535717120291835,0.6532356146781737
train,train_condition_balanced_perturbed_mean,FOXA3,0.0008087979596351221,0.009089047414249908,0.7579359269297525,0.7584397507289681
train,train_condition_balanced_perturbed_mean,FOXF1,0.0008669024411127651,0.008846028842946366,0.5631006143845362,0.5614302361050465
train,train_condition_balanced_perturbed_mean,FOXL2,0.00146969455297269,0.010002392517856206,0.5859961041562992,0.5875484029110725
train,train_condition_balanced_perturbed_mean,FOXO4,0.0018002743772684248,0.013959763737941184,0.6944750310240714,0.6879455348447591
train,train_condition_balanced_perturbed_mean,GLB1L2,0.0012948807220721965,0.009271987310925048,0.5159473491487077,0.5168933501842802
train,train_condition_balanced_perturbed_mean,HES7,0.007427063097004102,0.026549300306736814,0.575684231978483,0.5782225392017436
train,train_condition_balanced_perturbed_mean,HK2,0.0010868683249112328,0.011100962419894405,0.45490092470779714,0.4513052249004057
train,train_condition_balanced_perturbed_mean,HNF4A,0.0027714330819035146,0.016725783521126112,0.6293860206466019,0.6281039701964222
train,train_condition_balanced_perturbed_mean,HOXA13,0.0045056142827059045,0.021850151103582717,0.797092456489835,0.7982992532576038
train,train_condition_balanced_perturbed_mean,HOXB9,0.0011450239542715518,0.009197868361944313,0.6754146028483767,0.6774124085797584
train,train_condition_balanced_perturbed_mean,HOXC13,0.0020684454361520224,0.014616845600355945,0.7823696351792689,0.7833031135066314
train,train_condition_balanced_perturbed_mean,IER5L,0.0011241558328952007,0.009996782434163439,0.8178166758429298,0.8184318265454719
train,train_condition_balanced_perturbed_mean,IGDCC3,0.001507063082434726,0.011226084635440652,0.7056257242073427,0.7026694592466292
train,train_condition_balanced_perturbed_mean,IKZF3,0.006977725201059852,0.019065626854743164,0.7840499000599281,0.7846224242513548
train,train_condition_balanced_perturbed_mean,IRF1,0.005245270018009052,0.019501381029216478,0.26456584952709455,0.2684744246342036
train,train_condition_balanced_perturbed_mean,ISL2,0.0012810775036854304,0.010396171121197898,0.262141912894933,0.26719444542234705
train,train_condition_balanced_perturbed_mean,JUN,0.0018873097061819905,0.012436921489802067,0.621601863969786,0.6218459317885864
train,train_condition_balanced_perturbed_mean,KIAA1804,0.0008575109959038267,0.010383579983717786,0.6080530526018307,0.6100783094408676
train,train_condition_balanced_perturbed_mean,KIF18B,0.0007819688711282033,0.009935168662503352,0.6254104601889631,0.6242912133794203
train,train_condition_balanced_perturbed_mean,KIF2C,0.0011216071180090987,0.010350511295459842,0.3703050183550973,0.3686568092544286
train,train_condition_balanced_perturbed_mean,KLF1,0.0037754771444584996,0.0169390832337389,0.17367069014817327,0.1759815177484494
train,train_condition_balanced_perturbed_mean,KMT2A,0.0010703745414167942,0.011081995785752164,0.4806190604695561,0.4806214431701788
train,train_condition_balanced_perturbed_mean,LHX1,0.0027281541060151155,0.012418954516464156,0.3461869410974563,0.3495665031775203
train,train_condition_balanced_perturbed_mean,LYL1,0.0012843217619597845,0.011083453245407915,0.41667856756139776,0.4128588225131335
train,train_condition_balanced_perturbed_mean,MAML2,0.0019147841512893872,0.014097430087060055,-0.18334484314302965,-0.18411274718742957
train,train_condition_balanced_perturbed_mean,MAP2K3,0.0030498004213353556,0.01711715196904377,-0.37151552235727947,-0.3717708769760468
train,train_condition_balanced_perturbed_mean,MAP2K6,0.0024644138051975037,0.015383848021427803,-0.3946097164586533,-0.393740947221384
train,train_condition_balanced_perturbed_mean,MAP4K3,0.0007833456096520759,0.010146031824181008,0.6176078472225217,0.6139795300556034
train,train_condition_balanced_perturbed_mean,MAP4K5,0.0008143441555246281,0.010285846909360772,0.5986866354036218,0.5908821920583008
train,train_condition_balanced_perturbed_mean,MAP7D1,0.0017404042719565247,0.012100559237775218,0.001127956472368352,0.006142751571467002
train,train_condition_balanced_perturbed_mean,MAPK1,0.005245165283825953,0.018790622364481837,0.13739969443476432,0.1421204917260061
train,train_condition_balanced_perturbed_mean,MEIS1,0.0007757861742779785,0.008847568282020973,0.6167702011864263,0.6190851759285284
train,train_condition_balanced_perturbed_mean,MIDN,0.002527123944824974,0.014774281122398241,0.657730036567769,0.6600081406745192
train,train_condition_balanced_perturbed_mean,NCL,0.001303337672517727,0.011852930405780759,0.29586538245661975,0.29128047819642217
train,train_condition_balanced_perturbed_mean,NIT1,0.0028227217339555108,0.01729488444927698,0.47487329840931597,0.4771699220044668
train,train_condition_balanced_perturbed_mean,OSR2,0.0038079316984903433,0.01645904497589479,0.18567195040017484,0.19387316880515662
train,train_condition_balanced_perturbed_mean,PLK4,0.0009332479081537021,0.011639603884138058,0.5480385866354089,0.546980638292606
train,train_condition_balanced_perturbed_mean,POU3F2,0.0010128081202310261,0.009879952788374424,0.6498666721691508,0.6510986683022152
train,train_condition_balanced_perturbed_mean,PRDM1,0.004292017349705523,0.017629383047087586,0.7278761228847297,0.7285676451274781
train,train_condition_balanced_perturbed_mean,PRTG,0.0019686111156588205,0.012081192655040809,0.7024457373148006,0.701402288436367
train,train_condition_balanced_perturbed_mean,PTPN1,0.0021987726810724193,0.013516770564315413,0.7526876541529891,0.7465747900067166
train,train_condition_balanced_perturbed_mean,PTPN12,0.0014842423582778208,0.01239895159313745,0.5416399592691369,0.5392318470278901
