split,model,canonical_perturbation,mse,mae,delta_pearson,cosine
train,matching_single_mean,PLK4,0.0,0.0,0.9999999999999999,0.9999999999999999
train,matching_single_mean,POU3F2,0.0,0.0,1.0,0.9999999999999998
train,matching_single_mean,PRDM1,0.0,0.0,1.0,1.0
train,matching_single_mean,PRTG,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,PTPN1,0.0,0.0,0.9999999999999998,0.9999999999999999
train,matching_single_mean,PTPN12,0.0,0.0,0.9999999999999999,0.9999999999999998
train,matching_single_mean,PTPN13,0.0,0.0,0.9999999999999998,1.0
train,matching_single_mean,PTPN9,0.0,0.0,1.0,0.9999999999999999
train,matching_single_mean,RHOXF2BB,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,RREB1,0.0,0.0,0.9999999999999999,1.0
train,matching_single_mean,RUNX1T1,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,S1PR2,0.0,0.0,0.9999999999999999,1.0
train,matching_single_mean,SAMD1,0.0,0.0,1.0,1.0
train,matching_single_mean,SET,0.0,0.0,1.0,0.9999999999999999
train,matching_single_mean,SGK1,0.0,0.0,1.0,0.9999999999999999
train,matching_single_mean,SLC38A2,0.0,0.0,1.0,1.0
train,matching_single_mean,SLC4A1,0.0,0.0,1.0,1.0
train,matching_single_mean,SLC6A9,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,SNAI1,0.0,0.0,1.0,1.0
train,matching_single_mean,SPI1,0.0,0.0,1.0,0.9999999999999998
train,matching_single_mean,STIL,0.0,0.0,1.0,0.9999999999999999
train,matching_single_mean,TBX2,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,TBX3,0.0,0.0,1.0,0.9999999999999998
train,matching_single_mean,TGFBR2,0.0,0.0,1.0,1.0
train,matching_single_mean,TMSB4X,0.0,0.0,1.0,1.0
train,matching_single_mean,TP73,0.0,0.0,1.0,1.0
train,matching_single_mean,TSC22D1,0.0,0.0,0.9999999999999999,1.0
train,matching_single_mean,UBASH3A,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,UBASH3B,0.0,0.0,0.9999999999999998,1.0
train,matching_single_mean,ZBTB1,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,ZBTB10,0.0,0.0,1.0,1.0
train,matching_single_mean,ZBTB25,0.0,0.0,1.0,1.0
train,matching_single_mean,ZC3HAV1,0.0,0.0,1.0,1.0000000000000002
train,matching_single_mean,ZNF318,0.0,0.0,1.0,0.9999999999999999
train,matching_single_mean,AHR+FEV,0.006450758836539207,0.024090299112019122,0.9000234868323004,0.9011292116262446
train,matching_single_mean,BAK1+BCL2L11,0.0003142089275898723,0.006529028708116123,0.48030737373289006,0.4810140099286094
train,matching_single_mean,BCL2L11+TGFBR2,0.00035623905517089146,0.005794050812197425,0.8480517831220108,0.8484627954371677
train,matching_single_mean,BPGM+SAMD1,0.0012809195390262177,0.010737858313259654,0.9614676540610945,0.9613872014794741
train,matching_single_mean,C19orf26+TGFBR2,0.0017755269565215741,0.012894400874875844,0.8464593011601667,0.8464549682201263
train,matching_single_mean,CBL+PTPN12,0.002428911239067081,0.013051291227937146,0.9445928666767891,0.9446064565254154
train,matching_single_mean,CBL+PTPN9,0.0021137991727879666,0.013425227067130143,0.9253464359994095,0.925534035198742
train,matching_single_mean,CBL+TGFBR2,0.0013696892467918937,0.010671384763194241,0.9195262493486859,0.9194920511937158
train,matching_single_mean,CBL+UBASH3A,0.0038166349347325294,0.019449869741630637,0.7752442098497847,0.7745936654805632
train,matching_single_mean,CBL+UBASH3B,0.004870850518712253,0.018295862966026408,0.9192280972703306,0.9191498065172348
train,matching_single_mean,CDKN1A+CDKN1B,0.001171166286658783,0.012051016834428573,0.9586514567926577,0.9586500568526456
train,matching_single_mean,CDKN1A+CDKN1C,0.0009621258227348522,0.011479473892159368,0.9415181245684091,0.9414339495516539
train,matching_single_mean,CDKN1B+CDKN1C,0.0008714222198512639,0.011070337234756384,0.9251980978160952,0.9252047834964274
train,matching_single_mean,CEBPA+JUN,0.010269831868663655,0.03485033531819755,0.9539891793285202,0.9545592286936495
train,matching_single_mean,CEBPA+KLF1,0.0031125987361780927,0.017633554158153437,0.9537420851590535,0.9543857854938594
train,matching_single_mean,CEBPB+FOSB,0.008778626284069448,0.031500690817897546,0.9014233455229563,0.9025581049642635
train,matching_single_mean,CEBPB+JUN,0.004652335084808769,0.02436906020879968,0.9063626274175951,0.9072777210764728
train,matching_single_mean,CEBPB+MAPK1,0.0010188314752323916,0.010454638345136835,0.9615503366100119,0.9620230669303396
train,matching_single_mean,CEBPB+OSR2,0.002131412627099034,0.016501111486764964,0.958077989992471,0.9589199030442589
train,matching_single_mean,CEBPB+PTPN12,0.0009699695413031933,0.010233524298894793,0.8627610182658224,0.8637073771663308
train,matching_single_mean,CEBPE+CNN1,0.0008725775389139974,0.010041983702934814,0.8641493051795173,0.864396253926489
train,matching_single_mean,CEBPE+ETS2,0.0010477833721727657,0.010352662452112568,0.96220596265901,0.9626721189144235
train,matching_single_mean,CEBPE+KLF1,0.0013270617253204938,0.01160410171292216,0.7401926802517079,0.7430180312256185
train,matching_single_mean,CEBPE+RUNX1T1,0.00027034378021205987,0.005376345083021094,0.9636712553267056,0.9640128626630008
train,matching_single_mean,CEBPE+SPI1,0.007614021848401913,0.028789041689864618,0.9485552192255253,0.948819467969709
train,matching_single_mean,CLDN6+KLF1,0.002378368847203356,0.014611956290353362,0.9251306300992477,0.9245971890207189
train,matching_single_mean,CNN1+ETS2,0.00044133464266761193,0.006242001282421491,0.9159324580128784,0.9158534704981495
train,matching_single_mean,CNN1+MAPK1,0.0007382562756262336,0.008545192793641477,0.870430870681846,0.8702979317841637
train,matching_single_mean,CNN1+UBASH3A,0.006816680238607723,0.022731838939151747,0.882531966105542,0.8823382814430083
train,matching_single_mean,CNN1+UBASH3B,0.00497261829195338,0.017844519016365207,0.9448493079900353,0.9448437535271158
train,matching_single_mean,DLX2+ZBTB10,0.008357575907285223,0.030341194349106683,0.879836952791454,0.8794236322469055
train,matching_single_mean,DUSP9+IGDCC3,0.00163460329204431,0.0126414745872858,0.9706452403000045,0.9705059039609508
train,matching_single_mean,DUSP9+KLF1,0.002805580637039874,0.013405875696911103,0.952454262582832,0.9525738985376658
train,matching_single_mean,DUSP9+MAPK1,0.0006747029763846901,0.008767270870391811,0.8163617842635377,0.818058845702468
train,matching_single_mean,DUSP9+PRTG,0.0017408110597938041,0.013077983213571596,0.9723835024189761,0.9723621662097243
train,matching_single_mean,DUSP9+SNAI1,0.0060731171810984,0.026332927720129202,0.8207635023896911,0.8209849373120321
train,matching_single_mean,ELMSAN1+LHX1,0.0013033885388548537,0.010560353653126001,0.9177135069526791,0.9179483828176837
train,matching_single_mean,ELMSAN1+MAP2K3,0.0008064677718226631,0.00849347906093553,0.9165108071917117,0.9159554966433564
train,matching_single_mean,ELMSAN1+MAP2K6,0.00040304189216666675,0.0063258062608028635,0.9145876085100637,0.9140216989585683
train,matching_single_mean,ELMSAN1+ZBTB10,0.0037338717985953038,0.020958040789018684,0.9206686814188919,0.9205969899409276
train,matching_single_mean,ETS2+IKZF3,0.003134228543540284,0.014058281201816406,0.9552007233475532,0.9555219416421663
train,matching_single_mean,ETS2+MAP7D1,0.0018945564718552464,0.013586732247619542,0.9158999830312367,0.9166612524556221
train,matching_single_mean,ETS2+MAPK1,0.002440000885079914,0.014731355207469326,0.955212509013606,0.9554577468066515
train,matching_single_mean,ETS2+TGFBR2,0.0003915207220826116,0.006636911269763543,0.8911954870139033,0.8916777931663212
train,matching_single_mean,FOSB+IKZF3,0.0013107566169285535,0.010148324395064483,0.9403855639835026,0.9405489355158756
train,matching_single_mean,FOSB+OSR2,0.0030337106279721697,0.017544616644460595,0.9441259271443925,0.9453589351382216
train,matching_single_mean,FOSB+PTPN12,0.0007043962587601112,0.008421932964589839,0.7654658540597976,0.7631301537244667
train,matching_single_mean,FOSB+UBASH3B,0.00033402540134688124,0.006158973277274939,0.8698248814012879,0.8701547395024248
train,matching_single_mean,FOXA1+FOXA3,0.0023517705671722514,0.01658955090979875,0.9261381909006975,0.9252318795712873
train,matching_single_mean,FOXA1+FOXF1,0.0019507510015192781,0.015325086498686856,0.8848165086122208,0.8819502958985361
train,matching_single_mean,FOXA1+HOXB9,0.0029328490591637242,0.01806158298958848,0.9303911606079998,0.9301701481836467
train,matching_single_mean,FOXL2+ZNF318,0.0009722036956258203,0.010535887211439322,0.8874805376115535,0.8874018409696589
train,matching_single_mean,HOXC13+ZC3HAV1,0.0006687480200995388,0.008143900448066576,0.9146319866141142,0.9146402578349095
train,matching_single_mean,IGDCC3+PRTG,0.0008786139596298341,0.010801286324121773,0.9360077673120083,0.9357782502973032
train,matching_single_mean,IGDCC3+TGFBR2,0.0009055118227150065,0.009346499999657242,0.948129882616509,0.9480098154013388
train,matching_single_mean,IKZF3+MAP2K3,0.0024586202370167425,0.01115409222133283,0.9519234799783142,0.9519288904352938
train,matching_single_mean,IKZF3+MAP2K6,0.0021322269607567486,0.011412906335749028,0.9667911302377414,0.9668661758278865
train,matching_single_mean,IRF1+SET,0.0029266072090176256,0.016265109499614537,0.9252704806451125,0.925020053784218
train,matching_single_mean,KIF18B+KIF2C,0.0007701077607544926,0.011028292588281493,0.6312678172421583,0.6311681557191112
train,matching_single_mean,KLF1+SET,0.0015431803702788446,0.009738323608370979,0.889515278414371,0.8895072790073514
train,matching_single_mean,MAP2K3+SLC38A2,0.00032445537478506493,0.006128279164730352,0.879086967164356,0.8789738256203677
train,matching_single_mean,MAP2K6+SPI1,0.0006251533398706793,0.00875602437897403,0.8501434963291973,0.8498789925799559
train,matching_single_mean,MAPK1+TGFBR2,0.0009904035803314272,0.009305531738282056,0.9479100517153611,0.9481156603479401
train,matching_single_mean,OSR2+PTPN12,0.0005170262927369332,0.007937775117301989,0.7612704310834749,0.7625135551206289
train,matching_single_mean,PLK4+STIL,0.002926958551569846,0.020045876828516013,0.7451275767982252,0.7438502713085461
train,matching_single_mean,PRTG+TGFBR2,0.0012667231826663167,0.011215872047998154,0.9492047775062146,0.9491243986494937
train,matching_single_mean,PTPN12+SAMD1,0.002088969773502348,0.01316108730842416,0.953435860020613,0.9530497301498319
train,matching_single_mean,PTPN12+SNAI1,0.0007526439782898071,0.009318859296526198,0.8704646927440784,0.8705050437733162
train,matching_single_mean,PTPN12+ZBTB10,0.001486286842145175,0.012952757809996666,0.9210474248211254,0.9211860075810883
train,matching_single_mean,PTPN12+ZBTB25,0.0023615743920535996,0.013314350261911934,0.9517835033280385,0.9518093703668365
train,matching_single_mean,PTPN9+UBASH3B,0.0022951602834366805,0.013346602950784962,0.9384139173486686,0.9380022163508854
train,matching_single_mean,RHOXF2BB+SET,0.0020800839560790605,0.015035267808002933,0.9167500578739759,0.9166949896067478
train,matching_single_mean,RHOXF2BB+ZBTB25,0.0023589348352296004,0.014588103052767728,0.9506627632864716,0.9506380857488401
train,matching_single_mean,S1PR2+SGK1,0.0027216258711390312,0.01583068922257893,0.9069300459335073,0.9063936528595555
train,matching_single_mean,SAMD1+TGFBR2,0.0020344830967674774,0.01599994493461785,0.8880560145302772,0.8881483021915256
train,matching_single_mean,SAMD1+ZBTB1,0.0021802208367177607,0.0147859394668513,0.9597442893748886,0.9598270878008724
train,matching_single_mean,SGK1+TBX2,0.00149025666966781,0.011511709609546311,0.9622065439579357,0.9621402125575425
train,matching_single_mean,UBASH3A+UBASH3B,0.000750443122180334,0.007496690581541892,0.9182781773972982,0.9179092507803235
train,matching_single_mean,UBASH3B+ZBTB25,0.0020359781715768464,0.012420213369508305,0.946166458967551,0.9458952663397437
train,additive,AHR,0.0,0.0,1.0,1.0000000000000002
train,additive,ARID1A,0.0,0.0,0.9999999999999998,0.9999999999999999
train,additive,ARRDC3,0.0,0.0,1.0,1.0
train,additive,ATL1,0.0,0.0,0.9999999999999998,0.9999999999999999
train,additive,BAK1,0.0,0.0,1.0,1.0
train,additive,BCL2L11,0.0,0.0,1.0,1.0
train,additive,BCORL1,0.0,0.0,1.0,0.9999999999999999
train,additive,BPGM,0.0,0.0,1.0,1.0
train,additive,C19orf26,0.0,0.0,1.0,1.0
train,additive,C3orf72,0.0,0.0,1.0,1.0000000000000002
train,additive,CBFA2T3,0.0,0.0,1.0,1.0
train,additive,CBL,0.0,0.0,1.0,0.9999999999999998
train,additive,CDKN1A,0.0,0.0,1.0,1.0000000000000002
train,additive,CDKN1B,0.0,0.0,1.0,0.9999999999999998
train,additive,CDKN1C,0.0,0.0,0.9999999999999999,1.0
train,additive,CEBPA,0.0,0.0,1.0,1.0000000000000002
train,additive,CEBPB,0.0,0.0,1.0,1.0
train,additive,CEBPE,0.0,0.0,0.9999999999999999,1.0
train,additive,CELF2,0.0,0.0,1.0,1.0000000000000002
train,additive,CITED1,0.0,0.0,1.0,1.0
train,additive,CKS1B,0.0,0.0,0.9999999999999999,1.0
train,additive,CLDN6,0.0,0.0,0.9999999999999998,1.0
train,additive,CNN1,0.0,0.0,1.0,0.9999999999999998
train,additive,CNNM4,0.0,0.0,1.0,1.0
train,additive,COL1A1,0.0,0.0,1.0,1.0000000000000002
train,additive,COL2A1,0.0,0.0,1.0,1.0
train,additive,CSRNP1,0.0,0.0,1.0,1.0
train,additive,DLX2,0.0,0.0,1.0,1.0
train,additive,DUSP9,0.0,0.0,1.0,1.0000000000000002
train,additive,EGR1,0.0,0.0,1.0,1.0
train,additive,ELMSAN1,0.0,0.0,1.0,1.0
train,additive,ETS2,0.0,0.0,1.0,0.9999999999999999
train,additive,FEV,0.0,0.0,1.0,1.0000000000000002
train,additive,FOSB,0.0,0.0,1.0,0.9999999999999999
train,additive,FOXA1,0.0,0.0,1.0,0.9999999999999999
train,additive,FOXA3,0.0,0.0,0.9999999999999999,1.0
train,additive,FOXF1,0.0,0.0,1.0,1.0
train,additive,FOXL2,0.0,0.0,1.0,1.0
train,additive,FOXO4,0.0,0.0,0.9999999999999999,1.0
train,additive,GLB1L2,0.0,0.0,1.0,1.0
train,additive,HES7,0.0,0.0,1.0,1.0
train,additive,HK2,0.0,0.0,1.0,1.0
train,additive,HNF4A,0.0,0.0,1.0,0.9999999999999999
train,additive,HOXA13,0.0,0.0,1.0,1.0
train,additive,HOXB9,0.0,0.0,1.0,1.0
train,additive,HOXC13,0.0,0.0,1.0,0.9999999999999999
train,additive,IER5L,0.0,0.0,0.9999999999999999,1.0
train,additive,IGDCC3,0.0,0.0,1.0,0.9999999999999999
train,additive,IKZF3,0.0,0.0,0.9999999999999999,0.9999999999999999
train,additive,IRF1,0.0,0.0,1.0,1.0000000000000002
train,additive,ISL2,0.0,0.0,0.9999999999999998,1.0
train,additive,JUN,0.0,0.0,1.0,1.0000000000000002
train,additive,KIAA1804,0.0,0.0,1.0,0.9999999999999998
train,additive,KIF18B,0.0,0.0,1.0,1.0000000000000002
train,additive,KIF2C,0.0,0.0,1.0,1.0
train,additive,KLF1,0.0,0.0,1.0,1.0
train,additive,KMT2A,0.0,0.0,0.9999999999999999,0.9999999999999999
train,additive,LHX1,0.0,0.0,0.9999999999999999,1.0
train,additive,LYL1,0.0,0.0,1.0,1.0
train,additive,MAML2,0.0,0.0,1.0,1.0
train,additive,MAP2K3,0.0,0.0,1.0,0.9999999999999998
train,additive,MAP2K6,0.0,0.0,0.9999999999999999,1.0
train,additive,MAP4K3,0.0,0.0,1.0,1.0000000000000002
train,additive,MAP4K5,0.0,0.0,0.9999999999999999,1.0
train,additive,MAP7D1,0.0,0.0,1.0,1.0
train,additive,MAPK1,0.0,0.0,1.0,0.9999999999999999
train,additive,MEIS1,0.0,0.0,1.0,0.9999999999999999
train,additive,MIDN,0.0,0.0,1.0,1.0
train,additive,NCL,0.0,0.0,1.0,1.0
train,additive,NIT1,0.0,0.0,0.9999999999999999,1.0
train,additive,OSR2,0.0,0.0,1.0,1.0
train,additive,PLK4,0.0,0.0,0.9999999999999999,0.9999999999999999
train,additive,POU3F2,0.0,0.0,1.0,0.9999999999999998
train,additive,PRDM1,0.0,0.0,1.0,1.0
train,additive,PRTG,0.0,0.0,1.0,1.0000000000000002
train,additive,PTPN1,0.0,0.0,0.9999999999999998,0.9999999999999999
train,additive,PTPN12,0.0,0.0,0.9999999999999999,0.9999999999999998
train,additive,PTPN13,0.0,0.0,0.9999999999999998,1.0
train,additive,PTPN9,0.0,0.0,1.0,0.9999999999999999
train,additive,RHOXF2BB,0.0,0.0,1.0,1.0000000000000002
train,additive,RREB1,0.0,0.0,0.9999999999999999,1.0
train,additive,RUNX1T1,0.0,0.0,1.0,1.0000000000000002
train,additive,S1PR2,0.0,0.0,0.9999999999999999,1.0
train,additive,SAMD1,0.0,0.0,1.0,1.0
train,additive,SET,0.0,0.0,1.0,0.9999999999999999
train,additive,SGK1,0.0,0.0,1.0,0.9999999999999999
train,additive,SLC38A2,0.0,0.0,1.0,1.0
train,additive,SLC4A1,0.0,0.0,1.0,1.0
train,additive,SLC6A9,0.0,0.0,1.0,1.0000000000000002
train,additive,SNAI1,0.0,0.0,1.0,1.0
train,additive,SPI1,0.0,0.0,1.0,0.9999999999999998
train,additive,STIL,0.0,0.0,1.0,0.9999999999999999
train,additive,TBX2,0.0,0.0,1.0,1.0000000000000002
train,additive,TBX3,0.0,0.0,1.0,0.9999999999999998
train,additive,TGFBR2,0.0,0.0,1.0,1.0
train,additive,TMSB4X,0.0,0.0,1.0,1.0
train,additive,TP73,0.0,0.0,1.0,1.0
train,additive,TSC22D1,0.0,0.0,0.9999999999999999,1.0
train,additive,UBASH3A,0.0,0.0,1.0,1.0000000000000002
train,additive,UBASH3B,0.0,0.0,0.9999999999999998,1.0
train,additive,ZBTB1,0.0,0.0,1.0,1.0000000000000002
train,additive,ZBTB10,0.0,0.0,1.0,1.0
train,additive,ZBTB25,0.0,0.0,1.0,1.0
train,additive,ZC3HAV1,0.0,0.0,1.0,1.0000000000000002
train,additive,ZNF318,0.0,0.0,1.0,0.9999999999999999
train,additive,AHR+FEV,0.0029497923270468173,0.017123738231382295,0.9000234868323004,0.9011292116262446
train,additive,BAK1+BCL2L11,0.0004463395257805242,0.007635529784459385,0.48030737373289006,0.4810140099286094
train,additive,BCL2L11+TGFBR2,0.00023436072521657218,0.0060248280398183356,0.8480517831220108,0.8484627954371677
train,additive,BPGM+SAMD1,0.0008375060761206531,0.010665921205614192,0.9614676540610945,0.9613872014794741
train,additive,C19orf26+TGFBR2,0.0010233170825586656,0.01098489272427922,0.8464593011601667,0.8464549682201263
train,additive,CBL+PTPN12,0.0007972772825554076,0.009677391512465666,0.9445928666767891,0.9446064565254154
train,additive,CBL+PTPN9,0.0008497258652060092,0.010199260827044278,0.9253464359994095,0.925534035198742
train,additive,CBL+TGFBR2,0.0005748342839375727,0.00877908103606814,0.9195262493486859,0.9194920511937158
train,additive,CBL+UBASH3A,0.00265457659600892,0.017742692922246915,0.7752442098497847,0.7745936654805632
train,additive,CBL+UBASH3B,0.002047514159816449,0.013079198981137996,0.9192280972703306,0.9191498065172348
train,additive,CDKN1A+CDKN1B,0.0011390008616788607,0.012512563512665524,0.9586514567926577,0.9586500568526456
train,additive,CDKN1A+CDKN1C,0.002375877481855835,0.016842009507651013,0.9415181245684091,0.9414339495516539
train,additive,CDKN1B+CDKN1C,0.0021351937942193137,0.01623442519786557,0.9251980978160952,0.9252047834964274
train,additive,CEBPA+JUN,0.004070171928540299,0.024533768666939147,0.9539891793285202,0.9545592286936495
train,additive,CEBPA+KLF1,0.005157842720267844,0.02403543309002935,0.9537420851590535,0.9543857854938594
train,additive,CEBPB+FOSB,0.004065351703224397,0.02276767704442647,0.9014233455229563,0.9025581049642635
train,additive,CEBPB+JUN,0.0025984214441738787,0.02034968247191723,0.9063626274175951,0.9072777210764728
train,additive,CEBPB+MAPK1,0.003035105331006694,0.01854401055696663,0.9615503366100119,0.9620230669303396
train,additive,CEBPB+OSR2,0.0018181370177311911,0.015232136597106073,0.958077989992471,0.9589199030442589
train,additive,CEBPB+PTPN12,0.0027203930826288324,0.017905618052893965,0.8627610182658224,0.8637073771663308
train,additive,CEBPE+CNN1,0.003568017311977526,0.020158016343790584,0.8641493051795173,0.864396253926489
train,additive,CEBPE+ETS2,0.002311452282652767,0.016205192647736552,0.96220596265901,0.9626721189144235
train,additive,CEBPE+KLF1,0.0051478487362210425,0.023321097830330376,0.7401926802517079,0.7430180312256185
train,additive,CEBPE+RUNX1T1,0.0025005055553676677,0.01679551865700262,0.9636712553267056,0.9640128626630008
train,additive,CEBPE+SPI1,0.002945398708537237,0.019296963735626217,0.9485552192255253,0.948819467969709
train,additive,CLDN6+KLF1,0.0015971573818818446,0.01280565651030832,0.9251306300992477,0.9245971890207189
train,additive,CNN1+ETS2,0.0005420020537934301,0.0075691155690099255,0.9159324580128784,0.9158534704981495
train,additive,CNN1+MAPK1,0.0011793000144847397,0.009993122822473565,0.870430870681846,0.8702979317841637
train,additive,CNN1+UBASH3A,0.0036580128579254204,0.017893660588645954,0.882531966105542,0.8823382814430083
train,additive,CNN1+UBASH3B,0.0016192535191415067,0.01174593072912924,0.9448493079900353,0.9448437535271158
train,additive,DLX2+ZBTB10,0.0042866959464842565,0.023471199056647626,0.879836952791454,0.8794236322469055
train,additive,DUSP9+IGDCC3,0.001221557316386197,0.011374862374568482,0.9706452403000045,0.9705059039609508
train,additive,DUSP9+KLF1,0.0010806849730006117,0.01023078754458412,0.952454262582832,0.9525738985376658
train,additive,DUSP9+MAPK1,0.003129132994900841,0.017959265949705074,0.8163617842635377,0.818058845702468
train,additive,DUSP9+PRTG,0.0013782687972187018,0.011660218760611317,0.9723835024189761,0.9723621662097243
train,additive,DUSP9+SNAI1,0.0040445001410069565,0.02108014669232311,0.8207635023896911,0.8209849373120321
train,additive,ELMSAN1+LHX1,0.000560428330759519,0.008681708526556274,0.9177135069526791,0.9179483828176837
train,additive,ELMSAN1+MAP2K3,0.00047116756488356336,0.0075604469628927605,0.9165108071917117,0.9159554966433564
train,additive,ELMSAN1+MAP2K6,0.000325406769736722,0.006609767106505495,0.9145876085100637,0.9140216989585683
train,additive,ELMSAN1+ZBTB10,0.0014714816881959024,0.014974831305937379,0.9206686814188919,0.9205969899409276
train,additive,ETS2+IKZF3,0.0010579932106119822,0.010622303381361962,0.9552007233475532,0.9555219416421663
train,additive,ETS2+MAP7D1,0.0007690659688428508,0.009946801732922431,0.9158999830312367,0.9166612524556221
train,additive,ETS2+MAPK1,0.001224901139418509,0.010759680030816933,0.955212509013606,0.9554577468066515
train,additive,ETS2+TGFBR2,0.0003441219389719014,0.007126048119324768,0.8911954870139033,0.8916777931663212
train,additive,FOSB+IKZF3,0.0020671514430854005,0.015292101856523674,0.9403855639835026,0.9405489355158756
train,additive,FOSB+OSR2,0.000998534026813691,0.011627460231255002,0.9441259271443925,0.9453589351382216
train,additive,FOSB+PTPN12,0.0012349629603091174,0.011938677706725437,0.7654658540597976,0.7631301537244667
train,additive,FOSB+UBASH3B,0.0006903820528854789,0.009239354358861456,0.8698248814012879,0.8701547395024248
train,additive,FOXA1+FOXA3,0.0009398831641633153,0.011834713528327412,0.9261381909006975,0.9252318795712873
train,additive,FOXA1+FOXF1,0.0009810038391501995,0.011788237776209512,0.8848165086122208,0.8819502958985361
train,additive,FOXA1+HOXB9,0.0010675050879048714,0.012130730332745168,0.9303911606079998,0.9301701481836467
train,additive,FOXL2+ZNF318,0.0006659995678721922,0.009430120522596471,0.8874805376115535,0.8874018409696589
train,additive,HOXC13+ZC3HAV1,0.0008186080509889085,0.0104362408500963,0.9146319866141142,0.9146402578349095
train,additive,IGDCC3+PRTG,0.0025172551172022413,0.015322954308636533,0.9360077673120083,0.9357782502973032
train,additive,IGDCC3+TGFBR2,0.0004808577391344189,0.008063325013115784,0.948129882616509,0.9480098154013388
train,additive,IKZF3+MAP2K3,0.0010902572943441537,0.010944716087117676,0.9519234799783142,0.9519288904352938
train,additive,IKZF3+MAP2K6,0.0007391883463656402,0.009825372287000856,0.9667911302377414,0.9668661758278865
train,additive,IRF1+SET,0.0017747402541988008,0.01457833151171967,0.9252704806451125,0.925020053784218
train,additive,KIF18B+KIF2C,0.0010714527356427105,0.012817061696283553,0.6312678172421583,0.6311681557191112
train,additive,KLF1+SET,0.0016100593828909918,0.011892536527403191,0.889515278414371,0.8895072790073514
train,additive,MAP2K3+SLC38A2,0.0004022071240005081,0.0073780219270538445,0.879086967164356,0.8789738256203677
train,additive,MAP2K6+SPI1,0.002657215664175823,0.0174183758199563,0.8501434963291973,0.8498789925799559
train,additive,MAPK1+TGFBR2,0.00037530723566613295,0.007143637055910524,0.9479100517153611,0.9481156603479401
train,additive,OSR2+PTPN12,0.0013484272834077275,0.013135642097923134,0.7612704310834749,0.7625135551206289
train,additive,PLK4+STIL,0.0021745881188210015,0.018612514578039356,0.7451275767982252,0.7438502713085461
train,additive,PRTG+TGFBR2,0.0005593464137490546,0.008500378323045876,0.9492047775062146,0.9491243986494937
train,additive,PTPN12+SAMD1,0.0007082728887800856,0.010037962986572254,0.953435860020613,0.9530497301498319
train,additive,PTPN12+SNAI1,0.0008727613864129942,0.010575636499679672,0.8704646927440784,0.8705050437733162
train,additive,PTPN12+ZBTB10,0.0014842037094324179,0.014419882757730762,0.9210474248211254,0.9211860075810883
train,additive,PTPN12+ZBTB25,0.0006764804132358573,0.009165469794427901,0.9517835033280385,0.9518093703668365
train,additive,PTPN9+UBASH3B,0.0007681041694466116,0.009360294532982106,0.9384139173486686,0.9380022163508854
train,additive,RHOXF2BB+SET,0.0022032224450631317,0.015804778077920238,0.9167500578739759,0.9166949896067478
train,additive,RHOXF2BB+ZBTB25,0.0009069367820322273,0.011482997173317277,0.9506627632864716,0.9506380857488401
train,additive,S1PR2+SGK1,0.001563641052722194,0.012691547508309899,0.9069300459335073,0.9063936528595555
train,additive,SAMD1+TGFBR2,0.0010566733734222362,0.013254242825405476,0.8880560145302772,0.8881483021915256
train,additive,SAMD1+ZBTB1,0.0007964453283192443,0.010584650720018601,0.9597442893748886,0.9598270878008724
train,additive,SGK1+TBX2,0.0006599231960942803,0.009488956054121696,0.9622065439579357,0.9621402125575425
train,additive,UBASH3A+UBASH3B,0.0003498750379857713,0.006582583236821793,0.9182781773972982,0.9179092507803235
train,additive,UBASH3B+ZBTB25,0.0006238889550898041,0.008672794897066958,0.946166458967551,0.9458952663397437
train,ridge_multihot_main_effects,AHR,0.0003057377963694769,0.005750397239945081,0.9644143460198611,0.9647152856045583
train,ridge_multihot_main_effects,ARID1A,3.596816070844738e-05,0.0019119963216722062,0.9998936078369659,0.9998934412869729
train,ridge_multihot_main_effects,ARRDC3,2.211582116471988e-06,0.0005240702311826191,0.9988759596020417,0.9988731348120385
train,ridge_multihot_main_effects,ATL1,3.019211800810023e-05,0.0015864367237933051,0.9999180475908178,0.9999178014036406
train,ridge_multihot_main_effects,BAK1,8.320099318134307e-05,0.0031800033081416696,0.8078479313078573,0.80775915431252
train,ridge_multihot_main_effects,BCL2L11,6.839880655049693e-05,0.0031449385531677867,0.8106252275107746,0.8108712264230237
train,ridge_multihot_main_effects,BCORL1,5.629604122823321e-06,0.000654629911280225,0.9985360198469022,0.9985351839861075
train,ridge_multihot_main_effects,BPGM,0.00010240782104551905,0.0039013174326813773,0.9840091596499879,0.9839907076862542
train,ridge_multihot_main_effects,C19orf26,0.00021870762354390648,0.004957854589251406,0.928217511243416,0.9282492452378788
train,ridge_multihot_main_effects,C3orf72,1.9829495382894393e-05,0.0014517784843810703,0.9998195641299521,0.9998201262791666
train,ridge_multihot_main_effects,CBFA2T3,9.454662197046527e-06,0.0007965473992545673,0.9992585892911652,0.999259055461629
train,ridge_multihot_main_effects,CBL,0.0004649554918665943,0.006932986501576388,0.924500646456997,0.9243471388949315
